"Height","Phos","Potas","Sulf","Planting","Type","Temp","Quality"
7.3,0,272,34,2022-03-23,"Paphiopedalum",22.1,8
8.1,92,298,32,2022-03-13,"Paphiopedalum",22.3,7
18.9,81,274,41,2022-03-22,"Cambria",22.1,9
32.3,79,316,34,2022-03-27,"Dendrobium",20.4,7
27,99,284,36,2022-04-04,"Dendrobium",19.9,7
14,73,288,0,2022-03-24,"Cymbidium",17.3,5
17.7,70,300,40,2022-03-04,"Miltoniopsis",18.7,7
27.3,78,265,37,2022-03-13,"Dendrobium",18.9,6
8.6,74,269,0,2022-03-08,"Oncidium",20,6
14.6,78,288,39,2022-03-10,"Phalaenopsis",26.8,5
9.3,79,253,35,2022-03-05,"Cattleya",20.9,5
27.7,0,285,30,2022-03-12,"Dendrobium",18.3,4
15.8,99,276,34,2022-03-23,"Cymbidium",20.9,6
29.8,81,0,40,2022-03-11,"Dendrobium",20,4
14.2,76,281,39,2022-03-16,"Phalaenopsis",24.8,7
15.1,91,316,39,2022-03-29,"Cymbidium",19.2,6
7,87,245,37,2022-04-02,"Paphiopedalum",20.6,8
6.3,69,270,38,2022-03-14,"Oncidium",20.5,9
2.4,80,0,36,2022-03-22,"Odontoglossum",17.2,6
18.7,109,259,41,2022-04-15,"Cambria",21.4,7
20.8,92,238,35,2022-03-22,"Vanda",28.2,7
3,89,248,41,2022-03-31,"Odontoglossum",17,10
5.5,78,238,36,2022-03-21,"Paphiopedalum",20.7,6
3.3,69,287,41,2022-03-17,"Odontoglossum",18.6,7
14.7,92,282,38,2022-04-19,"Cymbidium",18.8,7
3.2,74,267,33,2022-03-11,"Odontoglossum",18.3,5
6.1,79,326,40,2022-03-06,"Paphiopedalum",21.2,6
20.1,75,282,40,2022-04-01,"Cambria",21.2,10
14.9,0,234,37,2022-04-01,"Cambria",19.6,9
11.6,57,311,38,2022-03-29,"Miltoniopsis",19.7,5
14.2,73,264,34,2022-04-01,"Miltoniopsis",20.6,7
13.3,96,274,35,2022-03-08,"Phalaenopsis",25.2,7
9.4,75,0,40,2022-04-05,"Cattleya",22,6
7.6,93,260,40,2022-03-15,"Paphiopedalum",21.9,8
3,94,324,39,2022-03-30,"Odontoglossum",18.2,8
12.2,89,0,35,2022-03-16,"Cymbidium",19.6,6
18.9,66,277,35,2022-04-02,"Cambria",20.6,8
7,89,237,34,2022-04-12,"Oncidium",22,7
18,75,297,36,2022-04-05,"Vanda",27,8
18.2,74,270,32,2022-04-09,"Miltoniopsis",20,6
24.3,0,277,35,2022-03-07,"Dendrobium",18.7,5
18.5,81,286,35,2022-04-18,"Miltoniopsis",18.2,3
7.4,73,282,37,2022-03-28,"Cattleya",21.9,5
15.6,62,272,0,2022-03-16,"Miltoniopsis",18.5,7
24.8,84,307,35,2022-03-11,"Dendrobium",19.1,6
3.1,80,256,29,2022-03-25,"Odontoglossum",17.9,6
19.9,76,252,33,2022-04-04,"Vanda",26.2,6
8.6,70,305,36,2022-03-16,"Cattleya",21.9,6
15.5,83,0,37,2022-03-16,"Miltoniopsis",18.6,7
7.3,91,0,39,2022-03-30,"Cattleya",20.7,7
26.4,80,280,38,2022-03-14,"Dendrobium",18.8,4
23.7,65,262,0,2022-03-11,"Dendrobium",17.9,6
8.2,78,261,32,2022-03-24,"Cattleya",22.1,7
15.8,100,279,36,2022-03-28,"Phalaenopsis",26.6,8
18.5,97,275,38,2022-03-18,"Cambria",21.5,6
14.9,82,285,35,2022-03-27,"Miltoniopsis",20.8,6
12.3,87,297,38,2022-03-23,"Phalaenopsis",24.6,5
6.9,75,282,40,2022-04-12,"Oncidium",22.6,5
15,79,278,37,2022-03-03,"Miltoniopsis",18.6,8
13.2,93,290,36,2022-03-05,"Miltoniopsis",20.1,8
22.3,84,253,37,2022-03-15,"Dendrobium",20.5,7
25.8,100,287,0,2022-03-19,"Dendrobium",19.1,5
6.7,0,260,34,2022-04-22,"Cattleya",22.2,6
7.3,76,317,40,2022-04-10,"Oncidium",21.6,5
3.7,90,267,37,2022-03-10,"Odontoglossum",19.1,5
3,91,275,42,2022-03-25,"Odontoglossum",17.1,9
19.6,80,299,40,2022-03-20,"Vanda",24.1,8
13.4,84,284,35,2022-03-26,"Miltoniopsis",17.3,4
15.6,72,266,36,2022-03-04,"Cambria",20.5,4
9.4,69,292,33,2022-03-13,"Cattleya",20.7,6
4.7,68,272,37,2022-03-23,"Paphiopedalum",20.6,6
17.2,76,267,38,2022-03-19,"Vanda",27.6,7
19.3,77,263,41,2022-04-04,"Vanda",26.8,9
22.1,62,302,38,2022-04-13,"Dendrobium",18.2,7
14.1,51,274,41,2022-03-27,"Miltoniopsis",19.9,8
7.8,77,247,35,2022-03-30,"Oncidium",21.6,6
16.1,84,252,37,2022-03-13,"Cambria",20.4,5
3.9,90,273,36,2022-03-17,"Odontoglossum",18.2,7
16.2,0,306,36,2022-04-08,"Miltoniopsis",18.3,1
8.4,77,277,33,2022-03-16,"Oncidium",21.5,6
8,68,255,37,2022-03-09,"Cattleya",20,8
20.3,98,0,40,2022-03-17,"Vanda",26.8,5
26.4,94,0,40,2022-04-18,"Vanda",27.5,6
3.5,81,236,41,2022-03-30,"Odontoglossum",20.3,7
15.6,82,248,0,2022-03-15,"Miltoniopsis",16.9,9
22.8,69,285,36,2022-04-10,"Cambria",21.2,8
6.1,76,255,38,2022-03-20,"Paphiopedalum",19.9,8
6.2,74,267,37,2022-03-24,"Paphiopedalum",21.4,8
12.4,62,272,35,2022-03-17,"Miltoniopsis",18.2,8
14.8,80,244,34,2022-03-06,"Phalaenopsis",24.7,7
7.9,66,263,0,2022-03-13,"Oncidium",20.6,8
8.6,87,228,35,2022-03-24,"Oncidium",20.6,7
18.5,91,271,37,2022-03-23,"Vanda",28.1,7
13.1,81,0,0,2022-03-18,"Cymbidium",16.8,5
5.2,89,289,37,2022-03-22,"Paphiopedalum",20.1,6
23.1,77,286,32,2022-03-16,"Dendrobium",18,6
17.8,95,276,36,2022-03-28,"Phalaenopsis",25.2,5
10.6,72,287,36,2022-04-07,"Miltoniopsis",19.4,5
6.9,68,285,38,2022-04-02,"Oncidium",19.3,5
20.8,60,297,37,2022-03-12,"Vanda",24.1,5
8.2,0,285,35,2022-04-03,"Oncidium",20.2,6
15.6,92,275,35,2022-03-18,"Miltoniopsis",17.7,9
26,0,262,0,2022-04-13,"Dendrobium",18.3,7
6.8,0,313,39,2022-03-19,"Oncidium",22.8,8
14.1,86,275,32,2022-03-06,"Phalaenopsis",26.5,6
8,80,0,33,2022-03-15,"Cattleya",20.4,6
12.5,80,251,39,2022-04-14,"Miltoniopsis",17.1,6
21,0,322,40,2022-03-17,"Dendrobium",17.5,7
13.8,80,251,35,2022-03-15,"Miltoniopsis",19.7,8
7.2,73,252,35,2022-03-16,"Cattleya",20.2,9
8.3,66,330,37,2022-03-25,"Paphiopedalum",22.5,6
13.7,84,295,0,2022-04-08,"Miltoniopsis",18.2,4
17.4,73,239,38,2022-03-28,"Miltoniopsis",19.7,4
6.1,87,227,0,2022-03-28,"Paphiopedalum",20.7,7
16.7,73,281,35,2022-03-30,"Dendrobium",17.5,6
3,88,271,33,2022-04-08,"Odontoglossum",18.1,5
22.8,75,280,34,2022-03-14,"Vanda",26.2,5
7.8,64,281,0,2022-03-28,"Oncidium",19.7,6
2.6,80,254,38,2022-03-03,"Odontoglossum",17.7,6
13.7,99,264,41,2022-03-05,"Miltoniopsis",18.5,8
17.5,68,310,38,2022-04-03,"Cambria",19.9,8
33.5,70,260,37,2022-04-09,"Dendrobium",20.3,5
2.8,85,292,35,2022-04-10,"Odontoglossum",18.6,8
21.9,73,294,37,2022-03-22,"Vanda",25.3,9
15.9,81,262,37,2022-03-27,"Miltoniopsis",19,3
18.8,67,266,37,2022-03-05,"Cambria",22.2,5
8.8,93,284,41,2022-04-02,"Paphiopedalum",21.5,6
17.5,67,294,39,2022-03-30,"Vanda",24.1,9
17.5,77,278,0,2022-03-20,"Miltoniopsis",19.4,8
13.6,67,302,40,2022-03-15,"Miltoniopsis",18.3,9
7.2,93,0,37,2022-03-14,"Oncidium",21.1,7
5,76,282,30,2022-04-05,"Oncidium",21.4,6
13.7,0,280,38,2022-03-12,"Miltoniopsis",20.4,10
12.6,102,290,36,2022-03-14,"Cymbidium",16.3,6
3,89,270,37,2022-03-17,"Odontoglossum",20.5,4
2.7,96,0,38,2022-03-15,"Odontoglossum",18.3,6
14.1,102,242,35,2022-04-08,"Cymbidium",17.7,8
17,86,280,0,2022-04-05,"Miltoniopsis",16.8,4
6.9,75,286,35,2022-03-10,"Oncidium",21.4,7
6.7,76,263,35,2022-03-18,"Oncidium",19.8,9
7.6,87,236,38,2022-03-11,"Oncidium",22,5
16.3,79,287,38,2022-03-14,"Vanda",24.7,6
13.5,65,283,39,2022-03-19,"Cymbidium",18.9,7
10.8,81,319,36,2022-04-03,"Phalaenopsis",28.2,6
14.6,77,0,39,2022-04-04,"Phalaenopsis",26.6,10
10.2,78,276,37,2022-03-31,"Cattleya",22.5,7
22.1,98,311,38,2022-03-22,"Vanda",28.1,5
11.2,72,308,33,2022-03-30,"Miltoniopsis",19.4,5
2.9,69,269,41,2022-04-03,"Odontoglossum",17.9,5
7.1,102,329,32,2022-03-26,"Paphiopedalum",19.6,6
6.3,78,265,32,2022-03-11,"Oncidium",20.6,5
17.2,77,290,39,2022-03-06,"Miltoniopsis",18.7,9
7,76,296,31,2022-03-19,"Paphiopedalum",20.5,7
17.7,73,266,38,2022-03-06,"Phalaenopsis",27.1,6
14.7,0,288,38,2022-03-31,"Miltoniopsis",20.5,6
15,72,290,39,2022-03-15,"Phalaenopsis",28.1,5
16.7,0,249,37,2022-04-07,"Cambria",22.1,9
23.3,85,262,34,2022-03-20,"Dendrobium",19,5
2.9,76,277,42,2022-03-18,"Odontoglossum",17.5,4
3.3,104,282,38,2022-03-24,"Odontoglossum",19.4,8
16,84,273,38,2022-04-15,"Cambria",22.4,9
13.8,0,245,37,2022-03-03,"Miltoniopsis",16.8,9
24.2,72,306,34,2022-03-14,"Dendrobium",17.4,4
15.4,91,256,41,2022-03-15,"Cymbidium",17.7,6
18.8,91,291,38,2022-04-10,"Cambria",22.2,6
28.2,0,308,37,2022-03-27,"Vanda",27.8,10
17.8,74,0,33,2022-04-02,"Cambria",22,5
8.6,63,273,32,2022-03-16,"Cattleya",21.9,6
6.1,78,250,37,2022-03-31,"Paphiopedalum",22.4,5
15.1,77,258,36,2022-04-09,"Phalaenopsis",28.2,6
12.7,82,293,33,2022-04-04,"Cymbidium",17.9,9
10.9,0,275,42,2022-04-17,"Cymbidium",17.2,8
22.5,0,267,35,2022-03-26,"Dendrobium",18.1,8
12.5,0,284,36,2022-03-23,"Cymbidium",17.8,7
17.3,71,297,37,2022-03-21,"Cambria",21.9,9
16.8,75,293,35,2022-03-10,"Cambria",20.4,7
16,73,0,38,2022-03-10,"Phalaenopsis",24.2,5
3,70,255,36,2022-03-11,"Odontoglossum",17.2,3
3.2,76,291,35,2022-04-05,"Odontoglossum",19.7,6
18.9,81,263,37,2022-03-31,"Cambria",22.1,8
23.8,87,308,39,2022-03-31,"Dendrobium",17.3,6
7.6,81,279,0,2022-03-27,"Paphiopedalum",20.7,7
24.4,90,312,34,2022-03-30,"Dendrobium",18.1,6
16.1,86,260,42,2022-03-28,"Phalaenopsis",26.8,8
6.9,67,239,33,2022-03-26,"Oncidium",22.6,8
13.4,0,268,42,2022-03-22,"Cymbidium",19,4
7.9,86,0,34,2022-04-08,"Paphiopedalum",22.3,4
3.5,98,268,35,2022-03-30,"Odontoglossum",17.2,9
9.8,80,0,33,2022-03-06,"Cattleya",20.1,4
21.7,67,273,36,2022-04-10,"Vanda",23.6,8
15.7,85,299,38,2022-03-29,"Miltoniopsis",20.4,7
26.5,75,296,35,2022-03-19,"Dendrobium",19.6,8
22.8,86,271,42,2022-03-21,"Dendrobium",19.1,6
2.8,72,296,35,2022-03-21,"Odontoglossum",16.8,9
12.6,80,255,33,2022-04-02,"Miltoniopsis",17.3,6
7,77,0,37,2022-03-23,"Paphiopedalum",21.9,5
8.6,0,347,0,2022-03-28,"Cattleya",21.7,5
17,0,277,32,2022-03-19,"Phalaenopsis",26.4,9
16.4,82,254,37,2022-03-25,"Cymbidium",19.6,8
15.9,74,273,39,2022-04-12,"Miltoniopsis",19.9,5
28.7,85,295,37,2022-03-20,"Dendrobium",19.5,6
16.1,0,291,35,2022-03-17,"Cambria",21.7,6
15,74,333,38,2022-03-23,"Cymbidium",17.9,5
26.3,79,281,38,2022-04-10,"Dendrobium",19.3,6
23.9,67,286,36,2022-03-24,"Dendrobium",18.2,5
31.5,77,260,39,2022-03-27,"Dendrobium",20.4,10
19.1,89,0,36,2022-03-26,"Cambria",21.5,7
21.3,78,279,0,2022-03-23,"Cambria",21.5,9
15.2,65,232,30,2022-03-24,"Phalaenopsis",27.1,9
7.3,0,276,34,2022-03-17,"Oncidium",20.3,8
16.5,0,0,35,2022-03-18,"Miltoniopsis",19.4,8
8.2,73,276,33,2022-04-24,"Oncidium",21.7,5
3.1,0,271,39,2022-04-02,"Odontoglossum",18.4,7
3,88,289,39,2022-04-11,"Odontoglossum",20.2,8
25.6,72,332,0,2022-03-28,"Dendrobium",19.6,6
20.1,75,256,33,2022-03-21,"Vanda",26.4,9
17.2,73,273,31,2022-03-23,"Cambria",21.1,6
16.7,99,285,34,2022-03-14,"Miltoniopsis",18.6,4
13.1,0,303,35,2022-04-26,"Phalaenopsis",25.3,3
15.5,70,0,0,2022-04-15,"Phalaenopsis",26.1,7
26.1,88,293,38,2022-03-13,"Dendrobium",16.3,5
7.7,70,295,39,2022-03-16,"Paphiopedalum",22.8,7
8.3,82,281,38,2022-03-28,"Cattleya",20.8,7
17.4,79,302,35,2022-03-07,"Cambria",21.3,6
3.1,71,296,39,2022-03-26,"Odontoglossum",17.4,6
21.3,83,279,39,2022-03-09,"Cambria",20.2,6
6.6,74,293,35,2022-04-05,"Paphiopedalum",21.9,4
16.6,82,296,37,2022-03-09,"Cambria",22.3,4
14.6,74,264,36,2022-04-10,"Cymbidium",19.6,6
16.5,84,295,38,2022-03-04,"Phalaenopsis",27.4,6
16.6,83,336,0,2022-04-11,"Cambria",19.5,6
20.4,67,0,31,2022-04-08,"Cambria",21.7,8
24.8,83,255,35,2022-03-20,"Vanda",27.3,6
4.9,77,218,38,2022-04-12,"Paphiopedalum",21,4
16.3,90,295,37,2022-04-04,"Cymbidium",18,8
6.2,72,295,35,2022-03-27,"Oncidium",19.3,10
17.1,70,295,0,2022-03-03,"Cambria",21.8,4
14.8,0,263,36,2022-03-18,"Phalaenopsis",26.8,9
13.7,0,262,34,2022-04-24,"Cymbidium",18.7,4
15.5,84,254,37,2022-04-14,"Phalaenopsis",23.8,4
7.2,99,286,35,2022-03-18,"Oncidium",20.4,9
7.4,100,307,39,2022-04-15,"Paphiopedalum",20,5
7.3,73,298,37,2022-04-04,"Oncidium",20.6,8
25,78,255,39,2022-03-24,"Vanda",25.7,7
7.1,67,272,39,2022-04-06,"Paphiopedalum",21.1,6
7.4,83,294,35,2022-03-24,"Paphiopedalum",21,6
16.8,0,290,37,2022-03-04,"Phalaenopsis",26.2,7
8,64,266,33,2022-03-18,"Cattleya",20.6,9
20.8,79,264,35,2022-03-20,"Vanda",28.4,8
7.8,71,239,36,2022-03-08,"Paphiopedalum",22.4,7
7.7,0,318,40,2022-03-21,"Paphiopedalum",21,8
15.2,0,265,36,2022-03-08,"Cymbidium",19.5,2
7.7,71,295,34,2022-03-16,"Paphiopedalum",21.6,7
26.4,86,280,37,2022-04-12,"Dendrobium",18.2,8
21.7,76,0,39,2022-04-07,"Dendrobium",17.2,9
5.2,100,302,0,2022-03-30,"Paphiopedalum",20.5,5
19,69,247,34,2022-03-09,"Cambria",21.4,3
6.5,57,288,36,2022-03-24,"Paphiopedalum",20.8,8
27.8,81,328,34,2022-04-02,"Dendrobium",17.9,9
16.5,79,290,36,2022-03-15,"Cambria",20.8,6
23.9,0,287,34,2022-04-10,"Dendrobium",17.9,7
19.6,0,255,36,2022-04-11,"Cambria",19.3,6
9.5,67,288,35,2022-03-16,"Cattleya",22.1,9
3.1,77,243,39,2022-04-06,"Odontoglossum",19.1,6
15.5,80,0,35,2022-03-21,"Cambria",20.3,8
27.3,0,286,39,2022-03-10,"Dendrobium",17.7,4
16.5,83,277,35,2022-04-02,"Cambria",19.9,9
3.1,0,249,34,2022-04-17,"Odontoglossum",19.4,8
18.1,85,282,41,2022-04-06,"Miltoniopsis",17.9,5
23.6,74,287,35,2022-03-12,"Vanda",26.1,4
17.1,89,272,38,2022-04-04,"Cambria",20.8,9
16.3,87,295,35,2022-03-20,"Phalaenopsis",25.9,10
14.1,73,243,39,2022-03-16,"Phalaenopsis",24.7,8
6.3,80,324,32,2022-03-20,"Oncidium",20.7,7
23.4,84,264,31,2022-04-02,"Vanda",28.2,8
6.4,90,269,0,2022-03-13,"Oncidium",21.6,7
16.3,78,314,39,2022-03-12,"Cambria",21.4,6
6,73,285,37,2022-03-16,"Paphiopedalum",20.5,10
15.4,85,252,34,2022-03-09,"Cambria",20.7,6
29,79,313,37,2022-03-23,"Dendrobium",19.3,6
3.4,76,282,39,2022-03-22,"Odontoglossum",19.7,8
6.8,72,292,41,2022-03-27,"Paphiopedalum",21.4,7
15.1,80,279,35,2022-03-18,"Phalaenopsis",26.8,7
12.8,99,298,37,2022-04-18,"Cymbidium",18.6,3
26.3,85,274,41,2022-03-03,"Dendrobium",17.6,4
8,60,249,38,2022-03-16,"Cattleya",22.1,6
15.6,0,301,34,2022-03-11,"Miltoniopsis",19.9,6
13.9,63,280,0,2022-03-25,"Cymbidium",18.1,8
19.2,76,297,0,2022-04-10,"Cambria",19.2,6
17.3,68,322,40,2022-03-14,"Miltoniopsis",20.3,5
21.8,68,319,37,2022-03-10,"Dendrobium",17.5,6
11.7,0,275,38,2022-04-01,"Miltoniopsis",19.9,4
19.4,82,280,36,2022-03-14,"Phalaenopsis",28,8
9,99,0,37,2022-03-14,"Oncidium",19.2,7
24.2,69,300,42,2022-03-22,"Vanda",27,5
21.3,87,324,43,2022-03-27,"Vanda",24.6,10
13,0,257,41,2022-03-19,"Phalaenopsis",25.5,9
17.9,0,0,37,2022-03-20,"Cambria",20,6
13.2,91,292,40,2022-04-25,"Cymbidium",19.9,9
6.4,0,0,32,2022-04-09,"Oncidium",21.6,6
14.8,88,274,34,2022-03-30,"Phalaenopsis",26.6,7
6.2,70,307,0,2022-03-07,"Oncidium",22,6
23.8,87,322,36,2022-03-31,"Dendrobium",17.2,6
20,73,318,35,2022-03-05,"Cambria",22.1,4
22.8,96,262,36,2022-03-30,"Vanda",26,7
3.3,83,265,34,2022-03-19,"Odontoglossum",19.1,7
19.2,77,289,36,2022-03-31,"Vanda",28.3,6
19.7,80,263,35,2022-03-28,"Vanda",26.1,7
5.4,0,0,35,2022-04-03,"Paphiopedalum",19.2,4
13.6,90,270,36,2022-04-03,"Cymbidium",20.2,9
24.3,75,256,39,2022-03-10,"Dendrobium",20.1,5
7.1,73,271,35,2022-04-12,"Paphiopedalum",20.5,3
8.4,0,267,35,2022-03-20,"Cattleya",20,8
23.3,70,287,37,2022-03-17,"Vanda",27.5,8
7.4,66,0,34,2022-04-21,"Oncidium",21.9,4
16,94,279,36,2022-03-28,"Phalaenopsis",25,8
9.7,91,274,34,2022-03-06,"Paphiopedalum",20.4,5
30.9,0,329,37,2022-04-03,"Dendrobium",18.7,7
14,73,282,33,2022-04-11,"Miltoniopsis",18.4,2
6.6,0,273,38,2022-03-16,"Cattleya",22.3,7
3.1,94,274,34,2022-04-23,"Odontoglossum",18.1,4
6.8,72,294,37,2022-03-21,"Oncidium",21,7
2.8,82,306,35,2022-03-18,"Odontoglossum",18.3,7
14.5,85,274,0,2022-03-15,"Phalaenopsis",27.6,8
7.9,76,247,39,2022-03-12,"Paphiopedalum",21,9
16.2,74,280,38,2022-03-12,"Cambria",21.7,6
19,69,343,37,2022-03-24,"Cambria",21.6,6
28.4,91,269,34,2022-03-21,"Dendrobium",20.6,7
16,75,291,33,2022-04-04,"Phalaenopsis",25.5,6
7.6,100,0,35,2022-03-26,"Oncidium",21.6,10
14.7,0,226,35,2022-04-03,"Miltoniopsis",18.4,6
16.7,98,333,0,2022-03-19,"Phalaenopsis",26.6,5
18.7,74,0,41,2022-04-02,"Vanda",27.4,9
22.6,68,282,34,2022-04-11,"Dendrobium",18.7,7
17.3,82,277,33,2022-03-10,"Miltoniopsis",19,7
3.2,74,313,41,2022-03-08,"Odontoglossum",19.5,4
13.4,81,244,39,2022-03-31,"Phalaenopsis",25.9,7
15.6,77,0,34,2022-04-03,"Cambria",22.1,8
21.2,99,281,0,2022-03-04,"Dendrobium",18.7,6
7.4,93,277,0,2022-03-14,"Oncidium",20.3,8
11.1,76,299,34,2022-03-15,"Cymbidium",19.1,4
7,0,278,34,2022-04-18,"Cattleya",20.5,3
16.6,76,286,36,2022-03-21,"Miltoniopsis",19.1,3
14.2,83,263,37,2022-04-03,"Phalaenopsis",26.5,5
8.5,87,0,38,2022-03-19,"Paphiopedalum",19.9,7
7.9,88,287,0,2022-04-09,"Oncidium",19.1,7
8.6,85,0,36,2022-03-25,"Paphiopedalum",21,7
18.7,0,238,0,2022-03-18,"Cambria",21.5,3
6.1,78,259,36,2022-04-10,"Paphiopedalum",22,5
8,0,264,0,2022-03-25,"Paphiopedalum",22,8
21.3,75,279,37,2022-04-02,"Dendrobium",18,7
3.3,76,294,0,2022-04-03,"Odontoglossum",19.2,6
20.6,69,283,0,2022-03-18,"Dendrobium",17.8,7
18.2,0,295,0,2022-04-01,"Cymbidium",18.8,8
7,104,277,35,2022-03-22,"Paphiopedalum",19.5,7
7.8,89,302,38,2022-04-15,"Cattleya",20.7,6
16,90,265,36,2022-04-19,"Miltoniopsis",17.4,2
5.9,71,305,39,2022-03-19,"Oncidium",22.4,8
15.7,80,281,32,2022-04-03,"Phalaenopsis",27.3,6
5.9,84,261,40,2022-03-21,"Oncidium",21.3,10
8.5,72,0,36,2022-03-10,"Cattleya",20.9,7
13.6,82,238,38,2022-04-09,"Cymbidium",17,9
3.6,100,278,34,2022-03-14,"Odontoglossum",18.8,4
13.8,70,273,33,2022-03-24,"Phalaenopsis",27.2,8
19,89,308,0,2022-03-21,"Cambria",21.3,7
15.2,74,284,37,2022-03-26,"Cymbidium",20,6
27.3,68,261,0,2022-03-16,"Dendrobium",18.4,8
22.4,81,287,35,2022-04-13,"Vanda",25.3,7
17.9,93,267,35,2022-03-23,"Vanda",27.4,5
7.1,90,316,36,2022-03-13,"Paphiopedalum",21.3,7
3.4,77,234,36,2022-03-27,"Odontoglossum",18.3,5
29.4,81,293,38,2022-04-03,"Dendrobium",16.8,9
8.4,70,300,35,2022-03-30,"Cattleya",21.8,6
6.9,58,272,37,2022-03-19,"Paphiopedalum",21.7,9
9,0,253,33,2022-03-28,"Cattleya",19.7,9
14.6,72,273,32,2022-03-31,"Cymbidium",17.3,8
15.9,96,278,40,2022-03-29,"Phalaenopsis",28.5,7
5.6,0,314,39,2022-04-06,"Paphiopedalum",20.4,4
23.5,72,285,38,2022-03-27,"Dendrobium",19.4,8
17.3,81,340,36,2022-03-07,"Phalaenopsis",27.1,4
7.3,72,287,29,2022-03-22,"Cattleya",21.4,6
28.8,81,286,36,2022-03-22,"Dendrobium",20.6,6
13.6,92,254,37,2022-03-09,"Cymbidium",20,4
7.7,92,282,36,2022-03-09,"Paphiopedalum",20.9,7
8.2,80,277,0,2022-03-26,"Paphiopedalum",20.6,5
15.7,79,283,0,2022-04-02,"Cambria",21.3,6
26.5,66,229,38,2022-04-18,"Dendrobium",18.8,4
2.7,76,252,38,2022-03-21,"Odontoglossum",17.3,6
13.8,72,285,37,2022-03-14,"Cymbidium",17.1,6
22.6,71,291,35,2022-03-29,"Dendrobium",18.4,8
6.7,0,318,39,2022-04-08,"Paphiopedalum",22.5,7
21.8,67,305,36,2022-03-14,"Vanda",27.1,3
7.7,77,259,37,2022-03-16,"Paphiopedalum",22.8,6
20.4,77,287,35,2022-04-11,"Vanda",26,7
14.5,72,266,32,2022-04-08,"Phalaenopsis",25.4,8
8,110,268,34,2022-03-19,"Cattleya",21.7,9
17.1,65,266,35,2022-04-10,"Miltoniopsis",18.4,7
13.8,81,0,39,2022-03-12,"Phalaenopsis",27.5,6
11.8,85,267,36,2022-03-07,"Cymbidium",17.5,3
14.1,71,268,34,2022-03-22,"Miltoniopsis",18.3,7
21.2,71,282,36,2022-04-05,"Dendrobium",18.3,7
6.9,87,282,33,2022-03-23,"Cattleya",20.8,9
7.6,0,0,39,2022-04-06,"Paphiopedalum",21.1,5
16.4,74,305,35,2022-03-16,"Phalaenopsis",25.6,6
17,86,320,34,2022-03-23,"Cambria",20.3,7
7.2,81,269,37,2022-03-22,"Paphiopedalum",19.8,4
21.2,71,327,35,2022-04-21,"Cambria",21.1,6
22.1,79,274,34,2022-04-08,"Dendrobium",19.5,9
15.9,74,0,0,2022-03-12,"Cambria",20,4
21.2,73,235,36,2022-03-18,"Dendrobium",16.6,5
18,83,276,39,2022-03-27,"Miltoniopsis",19.8,3
7.8,68,0,36,2022-03-18,"Cattleya",21.4,6
6.3,95,246,39,2022-03-18,"Oncidium",21,7
21.7,75,264,35,2022-03-20,"Vanda",24,5
8,88,283,38,2022-04-01,"Cattleya",20.2,7
7.7,83,0,37,2022-04-11,"Oncidium",22.3,7
3.3,80,258,36,2022-03-25,"Odontoglossum",19.4,6
10.7,87,291,40,2022-03-30,"Cymbidium",19.2,8
17.2,0,297,34,2022-03-10,"Cambria",20.9,3
8.1,79,247,38,2022-04-14,"Cattleya",21.3,6
8.6,92,244,35,2022-04-11,"Oncidium",21.8,3
11.1,77,320,36,2022-04-10,"Cattleya",22.1,4
3,85,290,33,2022-03-08,"Odontoglossum",17.4,5
23,105,0,41,2022-03-09,"Vanda",27.6,6
15.5,82,0,40,2022-04-18,"Cambria",20.1,4
7.5,75,278,36,2022-03-28,"Oncidium",21.1,7
15.6,53,311,0,2022-03-26,"Miltoniopsis",18,6
3.1,67,0,36,2022-03-29,"Odontoglossum",18.8,10
21.5,73,327,36,2022-03-26,"Vanda",26.8,6
3.2,0,269,34,2022-04-08,"Odontoglossum",18.5,7
21.1,84,275,0,2022-03-26,"Vanda",26.8,8
7.5,63,288,37,2022-03-27,"Cattleya",21.6,7
14.4,89,264,32,2022-03-29,"Cymbidium",20,8
16.1,85,256,42,2022-04-06,"Cymbidium",17.5,5
7.1,71,246,36,2022-03-21,"Cattleya",20.1,9
10.3,87,290,36,2022-03-19,"Cymbidium",16.7,7
23.8,65,307,32,2022-03-12,"Vanda",27.6,2
14.3,76,0,35,2022-04-16,"Miltoniopsis",19.4,5
8.2,72,286,37,2022-03-09,"Cattleya",22.1,7
18.8,72,287,38,2022-03-07,"Cambria",21.6,2
19.4,79,302,0,2022-04-12,"Cambria",19.5,8
14.7,78,327,38,2022-03-16,"Cambria",19.3,7
14.1,0,302,34,2022-03-19,"Miltoniopsis",16.5,6
3,64,271,38,2022-04-15,"Odontoglossum",20.1,6
7.4,87,292,0,2022-04-18,"Cattleya",21.2,3
17.9,67,300,34,2022-03-18,"Phalaenopsis",28.6,7
5.5,92,266,37,2022-03-24,"Oncidium",20.4,8
19.2,84,281,33,2022-03-15,"Cambria",20.4,7
15.9,72,278,39,2022-03-27,"Cambria",21.1,7
15.3,94,258,34,2022-03-31,"Miltoniopsis",18.3,8
8.5,86,275,39,2022-03-21,"Paphiopedalum",22.1,9
18.4,82,239,34,2022-03-30,"Phalaenopsis",28.9,7
7.4,0,264,38,2022-03-12,"Cattleya",19.6,7
16.5,95,275,33,2022-04-16,"Miltoniopsis",18.7,1
